SampleID,HCOC,HYCA,HYCO,HYOC,HYOS,HYQU,CaptureDay,Seg,Latitude,Longitude,MeanTemp,RangeTemp,MeanQ,StageChange
L04190,0,0,0,0,0,0,203,C3,36.3869,-111.8501,10.98,4.06,332.75,68.85
L04191,0,0,0,0,0,0,202,C3,36.4694,-111.8407,10.83,3.84,332.75,80.03
L04192,0,0,0,0,0,0,201,C3,36.6816,-111.7391,10.53,3.41,332.75,85.03
L04223,0,0,0,0,0,0,164,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L04226,0,0,0,0,0,0,176,C3,36.8631,-111.5909,10.23,3.00,332.75,67.91
L04227,0,0,0,0,0,0,177,C3,36.5334,-111.8296,10.73,3.70,332.75,84.88
L04230,0,0,0,0,0,0,178,C3,36.2514,-111.8258,11.19,4.36,332.75,52.53
L04235,0,0,0,0,0,0,205,C3,36.8650,-111.5866,10.23,3.00,332.75,67.79
L04236,0,0,0,0,0,0,206,C3,36.6474,-111.7614,10.58,3.48,332.75,87.28
L04244,0,0,0,0,0,0,235,C3,36.3043,-111.8556,11.12,4.26,332.75,57.52
L04246,0,0,0,0,0,0,246,C3,36.8650,-111.5870,10.23,3.00,332.75,67.80
L04247,0,0,0,0,0,0,247,C3,36.6477,-111.7613,10.56,3.46,332.75,87.27
L04248,0,0,0,0,0,0,248,C3,36.2012,-111.8003,11.25,4.45,332.75,52.31
L04266,0,0,0,0,0,0,234,C3,36.5937,-111.7724,10.65,3.58,332.75,87.64
L04268,0,0,0,0,0,0,219,C3,36.8649,-111.5877,10.23,3.00,332.75,67.82
L04293,0,0,0,0,0,0,314,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L04294,0,0,0,0,0,0,314,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L04316,0,0,0,0,0,0,166,C3,36.3654,-111.8869,11.04,4.15,332.75,65.07
L04317,0,0,0,0,0,0,165,C3,36.5305,-111.8350,10.73,3.70,332.75,84.62
L04318,0,0,0,0,0,0,164,C3,36.6483,-111.7609,10.56,3.46,332.75,87.25
L04319,0,0,0,0,0,0,163,C3,36.8650,-111.5872,10.23,3.00,332.75,67.80
L04323,0,0,0,0,0,0,204,C3,36.3699,-111.8905,11.03,4.13,332.75,65.58
L04325,0,0,0,0,0,0,203,C3,36.6127,-111.7595,10.61,3.53,332.75,87.82
L04326,0,0,0,0,0,0,168,C3,36.8438,-111.5704,10.20,2.99,332.75,67.10
L04327,0,0,0,0,0,0,168,C3,36.8507,-111.5448,10.16,3.01,332.75,66.57
L04328,0,0,0,0,0,0,168,C3,36.8798,-111.5340,10.09,3.04,332.75,66.18
L04329,0,0,0,0,0,0,168,C3,36.9015,-111.5110,10.02,3.08,332.75,67.20
L04335,0,0,0,0,0,0,172,C3,36.5305,-111.8350,10.73,3.70,332.75,84.62
L04336,0,0,0,0,0,0,173,C3,36.3912,-111.8470,10.98,4.06,332.75,69.31
L04343,0,0,0,0,0,0,177,C3,36.6486,-111.7606,10.56,3.46,332.75,87.23
L04352,0,0,0,0,0,0,255,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L04353,0,0,0,0,0,0,255,C3,36.8432,-111.5694,10.20,2.99,332.75,67.08
L04354,0,0,0,0,0,0,255,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L04361,0,0,0,0,0,0,181,C3,36.2964,-111.8588,11.12,4.26,332.75,56.69
L04369,0,0,0,0,0,0,255,C3,36.9011,-111.5131,10.02,3.08,332.75,67.15
L04379,0,0,0,0,0,0,178,C3,36.6726,-111.7402,10.53,3.41,332.75,85.61
L04380,0,0,0,0,0,0,179,C3,36.5313,-111.8340,10.73,3.70,332.75,84.67
L04388,0,0,0,0,0,0,204,C3,36.8650,-111.5868,10.23,3.00,332.75,67.80
L04488,0,0,0,0,0,0,257,C3,36.7404,-111.6934,10.42,3.26,332.75,77.74
L04489,0,0,0,0,0,0,259,C3,36.4033,-111.8791,10.93,3.98,332.75,73.15
L04490,0,0,0,0,0,0,260,C3,36.2949,-111.8578,11.14,4.29,332.75,56.53
L04512,0,0,0,0,0,0,198,C3,36.9011,-111.5131,10.02,3.08,332.75,67.15
L04517,0,0,0,0,0,0,199,C3,36.8733,-111.5663,10.13,3.03,332.75,66.23
L04586,0,0,0,0,0,0,129,C3,36.8773,-111.5182,10.07,3.05,332.75,66.26
L04607,0,0,0,0,0,0,241,C3,36.3391,-111.8630,11.08,4.20,332.75,61.69
L04608,0,0,0,0,0,0,242,C3,36.3391,-111.8630,11.08,4.20,332.75,61.69
L04624,0,0,0,0,0,0,188,C3,36.2952,-111.8578,11.14,4.29,332.75,56.55
L04625,0,0,0,0,0,0,187,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L04898,0,0,0,0,0,0,279,C3,36.7401,-111.6936,10.42,3.26,332.75,77.80
L04899,0,0,0,0,0,0,280,C3,36.6301,-111.7634,10.60,3.50,332.75,87.69
L04900,0,0,0,0,0,0,281,C3,36.5024,-111.8571,10.78,3.77,332.75,83.00
L04901,0,0,0,0,0,0,282,C3,36.3387,-111.8619,11.08,4.20,332.75,61.58
L04917,0,0,0,0,0,0,220,C3,36.3866,-111.8503,10.99,4.08,332.75,68.82
L04918,0,0,0,0,0,0,219,C3,36.5014,-111.8578,10.78,3.77,332.75,82.94
L04919,0,0,0,0,0,0,218,C3,36.6483,-111.7609,10.56,3.46,332.75,87.25
L04920,0,0,0,0,0,0,221,C3,36.3111,-111.8636,11.11,4.24,332.75,58.52
L04933,0,0,0,0,0,0,197,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L04935,0,0,0,0,0,0,200,C3,36.5497,-111.8250,10.71,3.67,332.75,85.64
L04941,0,0,0,0,0,0,218,C3,36.8651,-111.5861,10.23,3.00,332.75,67.78
L04942,0,0,0,0,0,0,219,C3,36.7401,-111.6936,10.42,3.26,332.75,77.78
L04943,0,0,0,0,0,0,220,C3,36.4954,-111.8423,10.80,3.79,332.75,82.10
L04944,0,0,0,0,0,0,221,C3,36.2960,-111.8585,11.12,4.26,332.75,56.65
L04949,0,0,0,0,0,0,244,C3,36.8641,-111.5793,10.23,3.00,332.75,67.63
L04950,0,0,0,0,0,0,245,C3,36.4393,-111.8503,10.88,3.91,332.75,77.08
L04954,0,0,0,0,0,0,199,C3,36.8651,-111.5816,10.23,3.00,332.75,67.69
L04963,0,0,0,0,0,0,228,C3,36.4824,-111.8469,10.81,3.82,332.75,81.11
L04974,0,0,0,0,0,0,126,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L04978,0,0,0,0,0,0,200,C3,36.3660,-111.8872,11.04,4.15,332.75,65.13
L04979,0,0,0,0,0,0,201,C3,36.2122,-111.8078,11.24,4.43,332.75,51.84
L04990,0,0,0,0,0,0,229,C3,36.6373,-111.7613,10.58,3.48,332.75,87.55
L04991,0,0,0,0,0,0,230,C3,36.4268,-111.8710,10.90,3.94,332.75,75.30
L04992,0,0,0,0,0,0,231,C3,36.2397,-111.8245,11.21,4.38,332.75,52.05
L05001,0,0,0,0,0,0,258,C3,36.6806,-111.7397,10.53,3.41,332.75,85.11
L05002,0,0,0,0,0,0,260,C3,36.4032,-111.8792,10.93,3.98,332.75,73.14
L05003,0,0,0,0,0,0,222,C3,36.5184,-111.8462,10.76,3.75,332.75,83.87
L05019,0,0,0,0,0,0,206,C3,36.5303,-111.8353,10.75,3.72,332.75,84.61
L05020,0,0,0,0,0,0,207,C3,36.3652,-111.8868,11.04,4.15,332.75,65.05
L05021,0,0,0,0,0,0,205,C3,36.6485,-111.7607,10.56,3.46,332.75,87.24
L05023,0,0,0,0,0,0,221,C3,36.6806,-111.7397,10.53,3.41,332.75,85.11
L05024,0,0,0,0,0,0,220,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L05026,0,0,0,0,0,0,256,C3,36.6810,-111.7396,10.53,3.41,332.75,85.08
L05131,0,0,0,0,0,0,276,C3,36.8778,-111.5165,10.07,3.05,332.75,66.28
L05151,0,0,0,0,0,0,259,C3,36.2977,-111.8584,11.12,4.26,332.75,56.83
L05178,0,0,0,0,0,0,257,C3,36.7401,-111.6936,10.42,3.26,332.75,77.78
L05179,0,0,0,0,0,0,258,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L05180,0,0,0,0,0,0,259,C3,36.5303,-111.8353,10.75,3.72,332.75,84.61
L05181,0,0,0,0,0,0,260,C3,36.3869,-111.8501,10.98,4.06,332.75,68.85
L05182,0,0,0,0,0,0,261,C3,36.2629,-111.8261,11.17,4.33,332.75,53.15
L05196,0,0,0,0,0,0,264,C3,36.2998,-111.8567,11.12,4.26,332.75,57.06
L05197,0,0,0,0,0,0,265,C3,36.2609,-111.8255,11.19,4.36,332.75,53.03
L05200,0,0,0,0,0,0,263,C3,36.5158,-111.8471,10.76,3.75,332.75,83.74
L05201,0,0,0,0,0,0,261,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L05202,0,0,0,0,0,0,262,C3,36.6804,-111.7397,10.53,3.41,332.75,85.12
L05209,0,0,0,0,0,0,263,C3,36.4354,-111.8515,10.88,3.91,332.75,76.75
L05210,0,0,0,0,0,0,265,C3,36.2961,-111.8587,11.12,4.26,332.75,56.66
L05212,0,0,0,0,0,0,264,C3,36.2961,-111.8587,11.12,4.26,332.75,56.66
L05217,0,0,0,0,0,0,125,C3,36.8778,-111.5165,10.07,3.05,332.75,66.28
L05219,0,0,0,0,0,0,95,C3,36.8733,-111.5663,10.13,3.03,332.75,66.23
L05244,0,0,0,0,0,0,218,C3,36.7401,-111.6936,10.42,3.26,332.75,77.78
L05250,0,0,0,0,0,0,260,C3,36.8644,-111.5895,10.23,3.00,332.75,67.86
L05251,0,0,0,0,0,0,261,C3,36.7402,-111.6935,10.42,3.26,332.75,77.76
L05266,0,0,0,0,0,0,219,C3,36.6045,-111.7658,10.63,3.55,332.75,87.78
L05267,0,0,0,0,0,0,220,C3,36.3677,-111.8882,11.04,4.15,332.75,65.31
L05314,0,0,0,0,0,0,223,C3,36.7405,-111.6933,10.42,3.26,332.75,77.72
L05315,0,0,0,0,0,0,211,C3,36.8432,-111.5694,10.20,2.99,332.75,67.08
L05316,0,0,0,0,0,0,211,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L05318,0,0,0,0,0,0,217,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L05325,0,0,0,0,0,0,244,C3,36.6484,-111.7608,10.56,3.46,332.75,87.24
L05326,0,0,0,0,0,0,245,C3,36.5139,-111.8482,10.76,3.75,332.75,83.65
L05327,0,0,0,0,0,0,246,C3,36.3867,-111.8502,10.99,4.08,332.75,68.84
L05329,0,0,0,0,0,0,243,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L05337,0,0,0,0,0,0,217,C3,36.6816,-111.7391,10.53,3.41,332.75,85.03
L05341,0,0,0,0,0,0,224,C3,36.5279,-111.8386,10.75,3.72,332.75,84.44
L05342,0,0,0,0,0,0,225,C3,36.5279,-111.8386,10.75,3.72,332.75,84.44
L05343,0,0,0,0,0,0,227,C3,36.2075,-111.8039,11.25,4.45,332.75,52.02
L05344,0,0,0,0,0,0,228,C3,36.2075,-111.8039,11.25,4.45,332.75,52.02
L05345,0,0,0,0,0,0,229,C3,36.2075,-111.8039,11.25,4.45,332.75,52.02
L05361,0,0,0,0,0,0,255,C3,36.6484,-111.7608,10.56,3.46,332.75,87.24
L05371,0,0,0,0,0,0,227,C3,36.2614,-111.8255,11.19,4.36,332.75,53.05
L05372,0,0,0,0,0,0,226,C3,36.4354,-111.8515,10.88,3.91,332.75,76.75
L05374,0,0,0,0,0,0,224,C3,36.6305,-111.7634,10.60,3.50,332.75,87.68
L05381,0,0,0,0,0,0,252,C3,36.5158,-111.8471,10.76,3.75,332.75,83.74
L05382,0,0,0,0,0,0,225,C3,36.6815,-111.7392,10.53,3.41,332.75,85.04
L05383,0,0,0,0,0,0,226,C3,36.5156,-111.8472,10.76,3.75,332.75,83.74
L05384,0,0,0,0,0,0,227,C3,36.3648,-111.8867,11.04,4.15,332.75,65.01
L05387,0,0,0,0,0,0,8,C3,36.8467,-111.5435,10.16,3.01,332.75,66.63
L05388,0,0,0,0,0,0,11,C3,36.6484,-111.7608,10.56,3.46,332.75,87.24
L05389,0,0,0,0,0,0,13,C3,36.4032,-111.8792,10.93,3.98,332.75,73.14
L05398,0,0,0,0,0,0,91,C3,36.8447,-111.5454,10.16,3.01,332.75,66.68
L05402,0,0,0,0,0,0,92,C3,36.6483,-111.7609,10.56,3.46,332.75,87.25
L05403,0,0,0,0,0,0,93,C3,36.6482,-111.7610,10.56,3.46,332.75,87.25
L05405,0,0,0,0,0,0,223,C3,36.8432,-111.5694,10.20,2.99,332.75,67.08
L05406,0,0,0,0,0,0,223,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L05407,0,0,0,0,0,0,223,C3,36.9007,-111.5220,10.02,3.08,332.75,66.94
L05408,0,0,0,0,0,0,224,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L05409,0,0,0,0,0,0,224,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L05410,0,0,0,0,0,0,224,C3,36.8432,-111.5694,10.20,2.99,332.75,67.08
L05411,0,0,0,0,0,0,224,C3,36.9007,-111.5220,10.02,3.08,332.75,66.94
L05412,0,0,0,0,0,0,223,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L05414,0,0,0,0,0,0,293,C3,36.5303,-111.8353,10.75,3.72,332.75,84.61
L05415,0,0,0,0,0,0,294,C3,36.4696,-111.8409,10.83,3.84,332.75,80.05
L05416,0,0,0,0,0,0,295,C3,36.3699,-111.8905,11.03,4.13,332.75,65.58
L05422,0,0,0,0,0,0,128,C3,36.6302,-111.7634,10.60,3.50,332.75,87.69
L05443,0,0,0,0,0,0,264,C3,36.3677,-111.8882,11.04,4.15,332.75,65.31
L05451,0,0,0,0,0,0,144,C3,36.6804,-111.7397,10.53,3.41,332.75,85.12
L05452,0,0,0,0,0,0,145,C3,36.5184,-111.8462,10.76,3.75,332.75,83.87
L05458,0,0,0,0,0,0,248,C3,36.2619,-111.8257,11.19,4.36,332.75,53.09
L05465,0,0,0,0,0,0,270,C3,36.7201,-111.7081,10.46,3.31,332.75,80.96
L05466,0,0,0,0,0,0,272,C3,36.4033,-111.8791,10.93,3.98,332.75,73.15
L05467,0,0,0,0,0,0,273,C3,36.3534,-111.8739,11.06,4.17,332.75,63.48
L05486,0,0,0,0,0,0,247,C3,36.3391,-111.8629,11.08,4.20,332.75,61.68
L05487,0,0,0,0,0,0,281,C3,36.7405,-111.6933,10.42,3.26,332.75,77.72
L05488,0,0,0,0,0,0,282,C3,36.5184,-111.8462,10.76,3.75,332.75,83.87
L05490,0,0,0,0,0,0,285,C3,36.2967,-111.8589,11.12,4.26,332.75,56.72
L05494,0,0,0,0,0,0,244,C3,36.5159,-111.8471,10.76,3.75,332.75,83.75
L05495,0,0,0,0,0,0,245,C3,36.4820,-111.8470,10.81,3.82,332.75,81.08
L05496,0,0,0,0,0,0,246,C3,36.4820,-111.8470,10.81,3.82,332.75,81.08
L05519,0,0,0,0,0,0,261,C3,36.3303,-111.8581,11.09,4.22,332.75,60.63
L05530,0,0,0,0,0,0,354,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L05531,0,0,0,0,0,0,28,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L05532,0,0,0,0,0,0,28,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L05533,0,0,0,0,0,0,354,C3,36.9011,-111.5131,10.02,3.08,332.75,67.15
L05534,0,0,0,0,0,0,354,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L05535,0,0,0,0,0,0,318,C3,36.3921,-111.8477,10.98,4.06,332.75,69.40
L05536,0,0,0,0,0,0,319,C3,36.3922,-111.8478,10.98,4.06,332.75,69.42
L05552,0,0,0,0,0,0,261,C3,36.5159,-111.8471,10.76,3.75,332.75,83.75
L05553,0,0,0,0,0,0,260,C3,36.6806,-111.7397,10.53,3.41,332.75,85.11
L05565,0,0,0,0,0,0,253,C3,36.1961,-111.7996,11.27,4.47,332.75,52.56
L05584,0,0,0,0,0,0,90,C3,36.8447,-111.5454,10.16,3.01,332.75,66.68
L05585,0,0,0,0,0,0,78,C3,36.6726,-111.7402,10.53,3.41,332.75,85.61
L05633,0,0,0,0,0,0,63,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L05634,0,0,0,0,0,0,63,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L05635,0,0,0,0,0,0,140,C3,36.8651,-111.5861,10.23,3.00,332.75,67.78
L05638,0,0,0,0,0,0,129,C3,36.3869,-111.8501,10.98,4.06,332.75,68.85
L05639,0,0,0,0,0,0,127,C3,36.7405,-111.6933,10.42,3.26,332.75,77.72
L05654,0,0,0,0,0,0,50,C3,36.5267,-111.8397,10.75,3.72,332.75,84.37
L05655,0,0,0,0,0,0,51,C3,36.5267,-111.8397,10.75,3.72,332.75,84.37
L05656,0,0,0,0,0,0,52,C3,36.2017,-111.8003,11.25,4.45,332.75,52.28
L05667,0,0,0,0,0,0,135,C3,36.6122,-111.7598,10.61,3.53,332.75,87.82
L05717,0,0,0,0,0,0,106,C3,36.5017,-111.8576,10.78,3.77,332.75,82.96
L05718,0,0,0,0,0,0,108,C3,36.3680,-111.8884,11.03,4.13,332.75,65.34
L05753,0,0,0,0,0,0,316,C3,36.6815,-111.7392,10.53,3.41,332.75,85.04
L05754,0,0,0,0,0,0,317,C3,36.5045,-111.8565,10.78,3.77,332.75,83.10
L05763,0,0,0,0,0,0,314,C3,36.3116,-111.8641,11.11,4.24,332.75,58.58
L05764,0,0,0,0,0,0,311,C3,36.7404,-111.6934,10.42,3.26,332.75,77.74
L05765,0,0,0,0,0,0,312,C3,36.6301,-111.7634,10.60,3.50,332.75,87.69
L05771,0,0,0,0,0,0,313,C3,36.5413,-111.8268,10.73,3.70,332.75,85.27
L05772,0,0,0,0,0,0,310,C3,36.8648,-111.5886,10.23,3.00,332.75,67.84
L05788,0,0,0,0,0,0,328,C3,36.4702,-111.8415,10.83,3.84,332.75,80.11
L05789,0,0,0,0,0,0,326,C3,36.7401,-111.6936,10.42,3.26,332.75,77.78
L05802,0,0,0,0,0,0,218,C3,36.2965,-111.8588,11.12,4.26,332.75,56.70
L05806,0,0,0,0,0,0,216,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L05810,0,0,0,0,0,0,324,C3,36.7047,-111.7108,10.48,3.33,332.75,82.62
L06138,0,0,0,0,0,0,184,C3,36.6402,-111.7615,10.58,3.48,332.75,87.48
L06140,0,0,0,0,0,0,185,C3,36.2952,-111.8578,11.14,4.29,332.75,56.55
L06195,0,0,0,0,0,0,197,C3,36.6046,-111.7657,10.63,3.55,332.75,87.78
L06196,0,0,0,0,0,0,212,C3,36.5945,-111.7719,10.65,3.58,332.75,87.65
L06231,0,0,0,0,0,0,146,C3,36.3679,-111.8883,11.03,4.13,332.75,65.32
L06256,0,0,0,0,0,0,96,C3,36.5188,-111.8462,10.76,3.75,332.75,83.90
L06258,0,0,0,0,0,0,98,C3,36.3113,-111.8639,11.11,4.24,332.75,58.55
L06278,0,0,0,0,0,0,125,C3,36.6504,-111.7577,10.56,3.46,332.75,87.13
L06280,0,0,0,0,0,0,127,C3,36.3677,-111.8882,11.04,4.15,332.75,65.31
L06287,0,0,0,0,0,0,145,C3,36.7043,-111.7109,10.48,3.33,332.75,82.66
L06296,0,0,0,0,0,0,173,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L06297,0,0,0,0,0,0,174,C3,36.7430,-111.6897,10.42,3.26,332.75,77.24
L06314,0,0,0,0,0,0,90,C3,36.7401,-111.6936,10.42,3.26,332.75,77.78
L06315,0,0,0,0,0,0,91,C3,36.5830,-111.7854,10.66,3.60,332.75,87.33
L06316,0,0,0,0,0,0,92,C3,36.4702,-111.8415,10.83,3.84,332.75,80.11
L06317,0,0,0,0,0,0,93,C3,36.3391,-111.8630,11.08,4.20,332.75,61.69
L06318,0,0,0,0,0,0,93,C3,36.2964,-111.8588,11.12,4.26,332.75,56.69
L06323,0,0,0,0,0,0,140,C3,36.7399,-111.6936,10.42,3.26,332.75,77.80
L06324,0,0,0,0,0,0,141,C3,36.4827,-111.8467,10.81,3.82,332.75,81.13
L06326,0,0,0,0,0,0,143,C3,36.3707,-111.8910,11.03,4.13,332.75,65.66
L06329,0,0,0,0,0,0,107,C3,36.7286,-111.6956,10.44,3.28,332.75,79.26
L06330,0,0,0,0,0,0,108,C3,36.5155,-111.8473,10.76,3.75,332.75,83.73
L06331,0,0,0,0,0,0,109,C3,36.3683,-111.8885,11.03,4.13,332.75,65.36
L06332,0,0,0,0,0,0,110,C3,36.2608,-111.8255,11.19,4.36,332.75,53.02
L06351,0,0,0,0,0,0,113,C3,36.8648,-111.5884,10.23,3.00,332.75,67.83
L06354,0,0,0,0,0,0,117,C3,36.3117,-111.8642,11.11,4.24,332.75,58.59
L06371,0,0,0,0,0,0,118,C3,36.3114,-111.8640,11.11,4.24,332.75,58.57
L06372,0,0,0,0,0,0,116,C3,36.4033,-111.8791,10.93,3.98,332.75,73.15
L06373,0,0,0,0,0,0,160,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L06374,0,0,0,0,0,0,161,C3,36.4271,-111.8709,10.90,3.94,332.75,75.32
L06375,0,0,0,0,0,0,162,C3,36.2397,-111.8245,11.21,4.38,332.75,52.05
L06381,0,0,0,0,0,0,179,C3,36.5154,-111.8474,10.76,3.75,332.75,83.72
L06400,0,0,0,0,0,0,160,C3,36.9011,-111.5131,10.02,3.08,332.75,67.15
L06411,0,0,0,0,0,0,100,C3,36.6301,-111.7634,10.60,3.50,332.75,87.69
L06419,0,0,0,0,0,0,99,C3,36.7287,-111.6955,10.44,3.28,332.75,79.25
L06421,0,0,0,0,0,0,102,C3,36.3659,-111.8871,11.04,4.15,332.75,65.12
L06422,0,0,0,0,0,0,104,C3,36.2611,-111.8255,11.19,4.36,332.75,53.04
L06434,0,0,0,0,0,0,128,C3,36.5945,-111.7719,10.65,3.58,332.75,87.65
L06436,0,0,0,0,0,0,219,C3,36.5945,-111.7719,10.65,3.58,332.75,87.65
L06438,0,0,0,0,0,0,244,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L06440,0,0,0,0,0,0,245,C3,36.3651,-111.8868,11.04,4.15,332.75,65.04
L06445,0,0,0,0,0,0,220,C3,36.2615,-111.8256,11.19,4.36,332.75,53.06
L06453,0,0,0,0,0,0,189,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L06454,0,0,0,0,0,0,99,C3,36.2990,-111.8575,11.12,4.26,332.75,56.96
L06456,0,0,0,0,0,0,129,C3,36.3677,-111.8882,11.04,4.15,332.75,65.31
L06460,0,0,0,0,0,0,171,C3,36.1953,-111.7993,11.27,4.47,332.75,52.61
L06472,0,0,0,0,0,0,170,C3,36.5945,-111.7719,10.65,3.58,332.75,87.65
L06476,0,0,0,0,0,0,141,C3,36.6484,-111.7608,10.56,3.46,332.75,87.24
L06477,0,0,0,0,0,0,142,C3,36.3922,-111.8478,10.98,4.06,332.75,69.42
L06483,0,0,0,0,0,0,169,C3,36.6482,-111.7610,10.56,3.46,332.75,87.25
L06494,0,0,0,0,0,0,98,C3,36.3870,-111.8500,10.98,4.06,332.75,68.86
L06496,0,0,0,0,0,0,96,C3,36.6807,-111.7397,10.53,3.41,332.75,85.10
L06497,0,0,0,0,0,0,195,C3,36.8649,-111.5877,10.23,3.00,332.75,67.82
L06499,0,0,0,0,0,0,170,C3,36.3379,-111.8609,11.08,4.20,332.75,61.46
L06517,0,0,0,0,0,0,197,C3,36.3921,-111.8477,10.98,4.06,332.75,69.40
L06518,0,0,0,0,0,0,196,C3,36.5938,-111.7723,10.65,3.58,332.75,87.64
L06538,0,0,0,0,0,0,103,C3,36.4275,-111.8709,10.90,3.94,332.75,75.35
L06539,0,0,0,0,0,0,103,C3,36.5839,-111.7840,10.65,3.58,332.75,87.36
L06540,0,0,0,0,0,0,101,C3,36.7386,-111.6937,10.42,3.26,332.75,77.96
L06544,0,0,0,0,0,0,135,C3,36.2965,-111.8588,11.12,4.26,332.75,56.70
L06566,0,0,0,0,0,0,125,C3,36.2999,-111.8566,11.12,4.26,332.75,57.07
L06585,0,0,0,0,0,0,99,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L06586,0,0,0,0,0,0,100,C3,36.7265,-111.6996,10.44,3.28,332.75,79.76
L06587,0,0,0,0,0,0,101,C3,36.5019,-111.8575,10.78,3.77,332.75,82.97
L06588,0,0,0,0,0,0,102,C3,36.3000,-111.8565,11.12,4.26,332.75,57.09
L06601,0,0,0,0,0,0,279,C3,36.5160,-111.8470,10.76,3.75,332.75,83.76
L06603,0,0,0,0,0,0,281,C3,36.3114,-111.8640,11.11,4.24,332.75,58.57
L06627,0,0,0,0,0,0,258,C3,36.7051,-111.7106,10.48,3.33,332.75,82.58
L06630,0,0,0,0,0,0,261,C3,36.2967,-111.8589,11.12,4.26,332.75,56.72
L06652,0,0,0,0,0,0,257,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L06668,0,0,0,0,0,0,129,C3,36.6819,-111.7389,10.53,3.41,332.75,85.02
L06692,0,0,0,0,0,0,112,C3,36.3655,-111.8869,11.04,4.15,332.75,65.08
L06737,0,0,0,0,0,0,136,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L06738,0,0,0,0,0,0,137,C3,36.7037,-111.7112,10.48,3.33,332.75,82.72
L06739,0,0,0,0,0,0,138,C3,36.5010,-111.8579,10.78,3.77,332.75,82.92
L06740,0,0,0,0,0,0,139,C3,36.3667,-111.8876,11.04,4.15,332.75,65.20
L06766,0,0,0,0,0,0,143,C3,36.4696,-111.8409,10.83,3.84,332.75,80.05
L06782,0,0,0,0,0,0,131,C3,36.7405,-111.6933,10.42,3.26,332.75,77.72
L06786,0,0,0,0,0,0,176,C3,36.3614,-111.8840,11.04,4.15,332.75,64.62
L06790,0,0,0,0,0,0,164,C3,36.5304,-111.8351,10.73,3.70,332.75,84.61
L06802,0,0,0,0,0,0,130,C3,36.5154,-111.8474,10.76,3.75,332.75,83.72
L06808,0,0,0,0,0,0,129,C3,36.7263,-111.6999,10.44,3.28,332.75,79.80
L06845,0,0,0,0,0,0,132,C3,36.8773,-111.5182,10.07,3.05,332.75,66.26
L06846,0,0,0,0,0,0,133,C3,36.8773,-111.5182,10.07,3.05,332.75,66.26
L06847,0,0,0,0,0,0,130,C3,36.8773,-111.5182,10.07,3.05,332.75,66.26
L06859,0,0,0,0,0,0,254,C3,36.8748,-111.5618,10.34,3.13,332.75,71.56
L06861,0,0,0,0,0,0,262,C3,36.6804,-111.7397,10.53,3.41,332.75,85.12
L06862,0,0,0,0,0,0,261,C3,36.6804,-111.7397,10.53,3.41,332.75,85.12
L06904,0,0,0,0,0,0,181,C3,36.5159,-111.8471,10.76,3.75,332.75,83.75
L06906,0,0,0,0,0,0,158,C3,36.8653,-111.5834,10.23,3.00,332.75,67.72
L07085,0,0,0,0,0,0,248,C3,36.3861,-111.8507,10.99,4.08,332.75,68.78
L07086,0,0,0,0,0,0,249,C3,36.2912,-111.8547,11.14,4.29,332.75,56.05
L07087,0,0,0,0,0,0,247,C3,36.5166,-111.8467,10.76,3.75,332.75,83.79
L07088,0,0,0,0,0,0,246,C3,36.6912,-111.7262,10.51,3.38,332.75,84.15
L07089,0,0,0,0,0,0,245,C3,36.8650,-111.5870,10.23,3.00,332.75,67.80
L07311,0,0,0,0,0,0,265,C3,36.8650,-111.5870,10.23,3.00,332.75,67.80
